label,message,cleaned_message
ham,ta job avail let know plea co realli need start work,ta job avail let know pleas co realli need start work
ham,aiyar hard type u later free tell call n scold n tell u,aiyar hard type u later free tell call n scold n tell u
ham,yup free,yup free
ham,good good billi mate gone jog enjoy concert,good good billi mate gone jog enjoy concert
ham,yo come carlo soon,yo come carlo soon
ham,awww dat sweet think someth nice time tonight ill probabl txt u later co im lone xxx,awww dat sweet think someth nice time tonight ill probabl txt u later co im lone xxx
ham,guess useless call u someth import,guess useless call u someth import
ham,ha ha pop loo hello ed hello,ha ha pop loo hello ed hello
ham,dint tell anyth angri told abi,dint tell anyth angri told abi
spam,someon u know ask date servic contact cant guess call reveal po box wu,someon u know ask date servic contact cant guess call reveal po box wu
ham,happen r waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn see major person guid right insur,happen r waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur
ham,keep ten r shelf buy two egg,keep ten rs shelf buy two egg
ham,well babe swollen gland throat end,well babe swollen gland throat end
ham,ur chang da report big co alreadi made chang da previou report,ur chang da report big co alreadi made chang da previou report
ham,captain room,captain room
ham,speak bcaz mobil problem listen cann listen voic call later,speak bcaz mobil problem listen cann listen voic call later
ham,hiya stu wot u im much trubl home moment evon hate even u wot hell av done wont u tell text bck plea luv dan,hiya stu wot u im much trubl home moment evon hate even u wot hell av done wont u tell text bck pleas luv dan
ham,take mokka player,take mokka player
ham,still play gautham,still play gautham
ham,hey mr go sea view coupl gay mean game give bell ya finish,hey mr go sea view coupl gay mean game give bell ya finish
ham,k jason say gonna around around lt gt,k jason say gonna around around lt gt
ham,sorri abl get see morn,sorri abl get see morn
ham,aight well keep inform,aight well keep inform
ham,number sir,number sir
ham,search good dual sim mobil pa,search good dual sim mobil pa
ham,seem unnecessarili hostil,seem unnecessarili hostil
ham,dude got haircut breezi,dude got haircut breezi
spam,congrat mobil g videophon r call videochat wid ur mate play java game dload polyh music nolin rentl bx ip pm,congrat mobil g videophon r call videochat wid ur mate play java game dload polyh music nolin rentl bx ip pm
ham,appl day doctor tulsi leaf day cancer lemon day fat cup milk day bone problm litr watr day diseas snd th u care,appl day doctor tulsi leaf day cancer lemon day fat cup milk day bone problm litr watr day diseas snd th u care
ham,thought king hill thing,thought king hill thing
ham,nope come onlin,nope come onlin
ham,also tell said happi birthday,also tell said happi birthday
ham,bishan lei tot say lavend,bishan lei tot say lavend
ham,boo time u get u suppos take shop today,boo time u get u suppos take shop today
ham,u sound like manki scous boy steve like travel da bu home wot u inmind recreat di eve,u sound like manki scous boy steve like travel da bu home wot u inmind recreat di eve
ham,fyi take quick shower epsilon like lt gt min,fyi take quick shower epsilon like lt gt min
ham,tuesday night r u real,tuesday night r u real
ham,ye appt,ye appt
ham,got outta class gonna go gym,got outta class gonna go gym
ham,want sent lt gt mesag today sorri hurt,want sent lt gt mesag today that sorri hurt
ham,write wat,write wat
ham,ha say read anyth way u seem like judgement save friday pub,ha say read anyth way u seem like judgement save friday pub
ham,valentin game send di msg ur friend answer r someon realli love u que colour suit best,valentin game send di msg ur friend answer r someon realli love u que colour suit best
ham,hi ask waheeda fathima leav,hi ask waheeda fathima leav
ham,enjoy urself tmr,enjoy urself tmr
ham,still around could use half th,still around could use half th
spam,u secret admir look make contact u find r reveal think ur special call,u secret admir look make contact u find r reveal think ur special call
ham,give u back id proof lt gt r wont allow work come home within day,give us back id proof lt gt rs wont allow work come home within day
ham,bot note oredi co juz rem got,bot note oredi co juz rem got
ham,ye rent expens way save,ye rent expens way save
ham,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng
ham,pain dear r u smile,how pain dear r u smile
ham,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit
spam,import inform orang user xxxxxxx today lucki day find log onto http www urawinn com fantast surpris await,import inform orang user xxxxxxx today lucki day find log onto http www urawinn com fantast surpris await
ham,sorri help,sorri help
ham,great send account number,great send account number
ham,hellogorg u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin ward c u mrw luv jaz,hellogorg how u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin ward c u mrw luv jaz
spam,date servic ask contact u someon shi call reveal pobox uz p,date servic ask contact u someon shi call reveal pobox uz p
ham,send content page,send content page
ham,night sweet sleep well see exorc emili rose may never sleep hug snog,night sweet sleep well see exorc emili rose may never sleep hug snog
ham,think u got think use got good ni,think u got think use got good ni
ham,right second gotta hit peopl first,right second gotta hit peopl first
ham,evri emot dsn hav word evri wish dsn hav prayr u smile world wit u othrwis even drop tear dsn lik stay wit u b happi good morn keep smile,evri emot dsn hav word evri wish dsn hav prayr u smile world wit u othrwis even drop tear dsn lik stay wit u b happi good morn keep smile
ham,rememb,rememb
ham,ujhhhhhhh comput ship address sandiago parantella lane wtf poop,ujhhhhhhh comput ship address sandiago parantella lane wtf poop
ham,mm ye dear look hug p,mm ye dear look hug p
ham,like di sweater fr mango size alreadi irrit,like di sweater fr mango size alreadi irrit
ham,number gonna massiv pain as rather get involv possibl,number gonna massiv pain ass rather get involv possibl
ham,anytim lor,anytim lor
spam,want new video handset time network min unlimit text camcord repli call del sat,want new video handset time network min unlimit text camcord repli call del sat
ham,puriti friendship two smile read forward messag smile see name gud evng,puriti friendship two smile read forward messag smile see name gud evng
spam,ur balanc next question complet landmark big bob b barri c ben text b c good luck,ur balanc next question complet landmark big bob b barri c ben text b c good luck
ham,fine absolutli fine,fine absolutli fine
ham,k sure consent form v,k sure consent form v
spam,ur tonex subscript renew charg choos poli month www clubz co uk bill msg,ur tonex subscript renew charg choos poli month www clubz co uk bill msg
spam,prize go anoth custom c www c biz p min polo ltd suit london w j hl plea call back busi,prize go anoth custom c www c biz p min polo ltd suit london w j hl pleas call back busi
ham,much torch ja,much torch ja
ham,noth u dinner w u,noth u dinner w us
ham,check,check
ham,done internet connect v slow send tri later first thing tomo,done internet connect v slow send tri later first thing tomo
ham,mathew tait edward anderson,mathew tait edward anderson
ham,yeah sure thing mate haunt got stuff sort im go sound anyway promot hex way dont know number joke,yeah sure thing mate haunt got stuff sort im go sound anyway promot hex way dont know number joke
ham,need lar go engin co si art today,need lar go engin co si art today
ham,thank honey still heard anyth leav bit longer crowd tri later great advic thank hope cardiff still,thank honey still heard anyth leav bit longer crowd tri later great advic thank hope cardiff still
spam,want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call,want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call
ham,im snowboard trip wonder plan get everyon togeth befor go meet greet kind affair cheer,im snowboard trip wonder plan get everyon togeth befor go meet greet kind affair cheer
ham,watch live,watch live
ham,see christmassi,see christmassi
ham,k readi lt gt,k readi lt gt
ham,know god creat gap finger one made come amp fill gap hold hand love,know god creat gap finger one made come amp fill gap hold hand love
ham,greatest test courag earth bear defeat without lose heart gn tc,greatest test courag earth bear defeat without lose heart gn tc
ham,new year plan,new year plan
spam,recpt order rington order process,recpt order rington order process
ham,baaaaaaaab wake miss crave need,baaaaaaaab wake miss crave need
ham,got messag ignor ye shop,got messag ignor ye shop
ham,dear mood cant drive brother drive,dear mood cant drive brother drive
